"President","Date","Approve","Disapprove","Inaug","Days"
"Bush 1",1992-09-02,39,53,"1/20/89",1321
"Bush 1",1992-08-23,39,54,"1/20/89",1311
"Bush 1",1992-08-21,37,55,"1/20/89",1309
"Bush 1",1992-08-14,36,57,"1/20/89",1302
"Bush 1",1992-08-12,35,58,"1/20/89",1300
"Bush 1",1992-08-07,34,59,"1/20/89",1295
"Bush 1",1992-08-02,29,59,"1/20/89",1290
"Bush 1",1992-07-26,31,59,"1/20/89",1283
"Bush 1",1992-07-24,31,59,"1/20/89",1281
"Bush 1",1992-07-01,38,54,"1/20/89",1258
"Bush 1",1992-06-14,36,54,"1/20/89",1241
"Bush 1",1992-06-08,36,56,"1/20/89",1235
"Bush 1",1992-05-20,41,51,"1/20/89",1216
"Bush 1",1992-05-14,40,48,"1/20/89",1210
"Bush 1",1992-05-10,40,52,"1/20/89",1206
"Bush 1",1992-04-22,42,47,"1/20/89",1188
"Bush 1",1992-04-12,39,53,"1/20/89",1178
"Bush 1",1992-03-29,41,51,"1/20/89",1164
"Bush 1",1992-03-28,40,48,"1/20/89",1163
"Bush 1",1992-03-22,40,49,"1/20/89",1157
"Bush 1",1992-03-12,41,46,"1/20/89",1147
"Bush 1",1992-03-01,41,52,"1/20/89",1136
"Bush 1",1992-02-27,38,50,"1/20/89",1133
"Bush 1",1992-02-21,41,51,"1/20/89",1127
"Bush 1",1992-02-20,38,47,"1/20/89",1126
"Bush 1",1992-02-09,43,47,"1/20/89",1115
"Bush 1",1992-02-02,46,48,"1/20/89",1108
"Bush 1",1992-01-28,43,51,"1/20/89",1103
"Bush 1",1992-01-19,45,47,"1/20/89",1094
"Bush 1",1992-01-06,46,46,"1/20/89",1081
"Bush 1",1991-11-24,51,39,"1/20/89",1038
"Bush 1",1991-10-27,62,29,"1/20/89",1010
"Bush 1",1991-10-20,65,26,"1/20/89",1003
"Bush 1",1991-10-13,65,27,"1/20/89",996
"Bush 1",1991-09-30,62,27,"1/20/89",983
"Bush 1",1991-09-29,66,24,"1/20/89",982
"Bush 1",1991-09-10,65,25,"1/20/89",963
"Bush 1",1991-09-03,68,22,"1/20/89",956
"Bush 1",1991-08-30,69,21,"1/20/89",952
"Bush 1",1991-08-25,73,18,"1/20/89",947
"Bush 1",1991-08-23,67,22,"1/20/89",945
"Bush 1",1991-08-11,70,21,"1/20/89",933
"Bush 1",1991-07-28,70,20,"1/20/89",919
"Bush 1",1991-07-25,67,23,"1/20/89",916
"Bush 1",1991-07-21,69,21,"1/20/89",912
"Bush 1",1991-07-14,71,20,"1/20/89",905
"Bush 1",1991-06-29,71,21,"1/20/89",890
"Bush 1",1991-06-20,69,19,"1/20/89",881
"Bush 1",1991-06-16,72,19,"1/20/89",877
"Bush 1",1991-06-02,73,17,"1/20/89",863
"Bush 1",1991-05-26,76,15,"1/20/89",856
"Bush 1",1991-05-19,76,15,"1/20/89",849
"Bush 1",1991-05-05,74,19,"1/20/89",835
"Bush 1",1991-04-28,76,15,"1/20/89",828
"Bush 1",1991-04-25,73,13,"1/20/89",825
"Bush 1",1991-04-14,77,12,"1/20/89",814
"Bush 1",1991-04-06,82,12,"1/20/89",806
"Bush 1",1991-03-30,81,11,"1/20/89",799
"Bush 1",1991-03-24,83,10,"1/20/89",793
"Bush 1",1991-03-17,86,9,"1/20/89",786
"Bush 1",1991-03-10,87,8,"1/20/89",779
"Bush 1",1991-03-07,79,14,"1/20/89",776
"Bush 1",1991-03-03,89,7,"1/20/89",772
"Bush 1",1991-02-24,80,13,"1/20/89",765
"Bush 1",1991-02-17,80,13,"1/20/89",758
"Bush 1",1991-02-15,79,15,"1/20/89",756
"Bush 1",1991-02-10,78,17,"1/20/89",751
"Bush 1",1991-02-07,74,18,"1/20/89",748
"Bush 1",1991-01-26,82,12,"1/20/89",736
"Bush 1",1991-01-25,86,9,"1/20/89",735
"Bush 1",1991-01-22,79,14,"1/20/89",732
"Bush 1",1991-01-20,82,11,"1/20/89",730
"Bush 1",1991-01-18,82,12,"1/20/89",728
"Bush 1",1991-01-13,64,24,"1/20/89",723
"Bush 1",1991-01-11,64,26,"1/20/89",721
"Bush 1",1991-01-06,58,30,"1/20/89",716
"Bush 1",1990-12-23,62,27,"1/20/89",702
"Bush 1",1990-12-16,62,30,"1/20/89",695
"Bush 1",1990-12-09,57,33,"1/20/89",688
"Bush 1",1990-12-07,62,27,"1/20/89",686
"Bush 1",1990-12-02,60,29,"1/20/89",681
"Bush 1",1990-11-25,51,36,"1/20/89",674
"Bush 1",1990-11-18,54,32,"1/20/89",667
"Bush 1",1990-11-16,58,32,"1/20/89",665
"Bush 1",1990-11-11,57,33,"1/20/89",660
"Bush 1",1990-10-28,54,35,"1/20/89",646
"Bush 1",1990-10-21,52,36,"1/20/89",639
"Bush 1",1990-10-19,56,32,"1/20/89",637
"Bush 1",1990-10-14,56,33,"1/20/89",632
"Bush 1",1990-10-09,66,22,"1/20/89",627
"Bush 1",1990-10-04,65,25,"1/20/89",622
"Bush 1",1990-09-30,67,19,"1/20/89",618
"Bush 1",1990-09-16,73,16,"1/20/89",604
"Bush 1",1990-09-12,54,34,"1/20/89",600
"Bush 1",1990-09-11,76,15,"1/20/89",599
"Bush 1",1990-09-02,74,17,"1/20/89",590
"Bush 1",1990-08-26,68,20,"1/20/89",583
"Bush 1",1990-08-26,75,16,"1/20/89",583
"Bush 1",1990-08-24,73,16,"1/20/89",581
"Bush 1",1990-08-19,74,16,"1/20/89",576
"Bush 1",1990-08-12,74,15,"1/20/89",569
"Bush 1",1990-08-12,61,26,"1/20/89",569
"Bush 1",1990-08-10,75,15,"1/20/89",567
"Bush 1",1990-07-22,60,25,"1/20/89",548
"Bush 1",1990-07-15,59,24,"1/20/89",541
"Bush 1",1990-07-13,64,26,"1/20/89",539
"Bush 1",1990-07-08,63,24,"1/20/89",534
"Bush 1",1990-06-17,69,16,"1/20/89",513
"Bush 1",1990-05-22,65,20,"1/20/89",487
"Bush 1",1990-05-22,67,19,"1/20/89",487
"Bush 1",1990-04-18,71,15,"1/20/89",453
"Bush 1",1990-04-08,67,16,"1/20/89",443
"Bush 1",1990-03-29,73,18,"1/20/89",433
"Bush 1",1990-03-11,68,18,"1/20/89",415
"Bush 1",1990-03-11,72,15,"1/20/89",415
"Bush 1",1990-02-18,73,15,"1/20/89",394
"Bush 1",1990-02-11,73,16,"1/20/89",387
"Bush 1",1990-01-08,66,15,"1/20/89",353
"Bush 1",1990-01-07,79,10,"1/20/89",352
"Bush 1",1989-12-10,71,20,"1/20/89",324
"Bush 1",1989-11-25,63,22,"1/20/89",309
"Bush 1",1989-11-12,69,17,"1/20/89",296
"Bush 1",1989-10-23,59,22,"1/20/89",276
"Bush 1",1989-10-08,67,20,"1/20/89",261
"Bush 1",1989-10-06,66,17,"1/20/89",259
"Bush 1",1989-10-01,66,18,"1/20/89",254
"Bush 1",1989-09-10,69,16,"1/20/89",233
"Bush 1",1989-08-27,64,18,"1/20/89",219
"Bush 1",1989-08-20,60,20,"1/20/89",212
"Bush 1",1989-08-13,69,18,"1/20/89",205
"Bush 1",1989-07-09,66,18,"1/20/89",170
"Bush 1",1989-06-22,63,16,"1/20/89",153
"Bush 1",1989-06-11,69,14,"1/20/89",142
"Bush 1",1989-06-02,62,18,"1/20/89",133
"Bush 1",1989-05-18,62,17,"1/20/89",118
"Bush 1",1989-05-12,61,22,"1/20/89",112
"Bush 1",1989-05-08,58,18,"1/20/89",108
"Bush 1",1989-05-07,56,22,"1/20/89",107
"Bush 1",1989-05-05,55,23,"1/20/89",105
"Bush 1",1989-04-16,57,15,"1/20/89",86
"Bush 1",1989-04-10,54,18,"1/20/89",80
"Bush 1",1989-03-13,56,16,"1/20/89",52
"Bush 1",1989-03-10,62,15,"1/20/89",49
"Bush 1",1989-03-02,62,13,"1/20/89",41
"Bush 1",1989-02-27,60,11,"1/20/89",38
"Bush 1",1989-01-26,51,6,"1/20/89",6
"Reagan",1988-12-29,63,29,"1/20/81",2900
"Reagan",1988-11-14,56,35,"1/20/81",2855
"Reagan",1988-09-11,53,37,"1/20/81",2791
"Reagan",1988-07-07,50,35,"1/20/81",2725
"Reagan",1988-05-15,49,37,"1/20/81",2672
"Reagan",1988-03-12,51,36,"1/20/81",2608
"Reagan",1988-03-10,51,41,"1/20/81",2606
"Reagan",1988-02-04,52,36,"1/20/81",2571
"Reagan",1987-12-15,51,35,"1/20/81",2520
"Reagan",1987-12-11,61,32,"1/20/81",2516
"Reagan",1987-11-06,52,38,"1/20/81",2481
"Reagan",1987-10-26,50,40,"1/20/81",2470
"Reagan",1987-10-26,50,40,"1/20/81",2470
"Reagan",1987-10-23,48,38,"1/20/81",2467
"Reagan",1987-10-09,47,41,"1/20/81",2453
"Reagan",1987-10-04,51,38,"1/20/81",2448
"Reagan",1987-09-03,51,36,"1/20/81",2417
"Reagan",1987-09-02,48,42,"1/20/81",2416
"Reagan",1987-07-13,48,43,"1/20/81",2365
"Reagan",1987-07-10,50,39,"1/20/81",2362
"Reagan",1987-06-01,45,40,"1/20/81",2323
"Reagan",1987-05-18,49,42,"1/20/81",2309
"Reagan",1987-04-30,47,44,"1/20/81",2291
"Reagan",1987-04-13,48,43,"1/20/81",2274
"Reagan",1987-03-18,46,43,"1/20/81",2248
"Reagan",1987-03-06,46,45,"1/20/81",2236
"Reagan",1987-02-27,40,52,"1/20/81",2229
"Reagan",1987-01-29,49,40,"1/20/81",2200
"Reagan",1987-01-19,48,42,"1/20/81",2190
"Reagan",1987-01-08,52,36,"1/20/81",2179
"Reagan",1986-12-05,47,43,"1/20/81",2145
"Reagan",1986-12-05,47,43,"1/20/81",2145
"Reagan",1986-10-02,64,28,"1/20/81",2081
"Reagan",1986-09-17,62,26,"1/20/81",2066
"Reagan",1986-08-21,63,28,"1/20/81",2039
"Reagan",1986-07-31,59,28,"1/20/81",2018
"Reagan",1986-07-14,63,27,"1/20/81",2001
"Reagan",1986-07-02,67,22,"1/20/81",1989
"Reagan",1986-06-16,67,23,"1/20/81",1973
"Reagan",1986-05-01,67,21,"1/20/81",1927
"Reagan",1986-04-20,61,28,"1/20/81",1916
"Reagan",1986-04-18,67,20,"1/20/81",1914
"Reagan",1986-04-14,61,28,"1/20/81",1910
"Reagan",1986-03-27,63,24,"1/20/81",1892
"Reagan",1986-03-10,63,25,"1/20/81",1875
"Reagan",1986-01-30,71,19,"1/20/81",1836
"Reagan",1986-01-13,63,27,"1/20/81",1819
"Reagan",1985-11-19,66,26,"1/20/81",1764
"Reagan",1985-11-18,65,23,"1/20/81",1763
"Reagan",1985-11-14,69,23,"1/20/81",1759
"Reagan",1985-10-14,62,29,"1/20/81",1728
"Reagan",1985-08-28,61,29,"1/20/81",1681
"Reagan",1985-08-14,65,25,"1/20/81",1667
"Reagan",1985-08-02,62,24,"1/20/81",1655
"Reagan",1985-07-18,67,20,"1/20/81",1640
"Reagan",1985-07-15,62,28,"1/20/81",1637
"Reagan",1985-06-21,65,25,"1/20/81",1613
"Reagan",1985-06-10,57,32,"1/20/81",1602
"Reagan",1985-05-20,55,36,"1/20/81",1581
"Reagan",1985-04-26,54,32,"1/20/81",1557
"Reagan",1985-04-15,52,37,"1/20/81",1546
"Reagan",1985-03-11,55,37,"1/20/81",1511
"Reagan",1985-03-01,57,30,"1/20/81",1501
"Reagan",1985-02-18,59,31,"1/20/81",1490
"Reagan",1985-01-28,63,28,"1/20/81",1469
"Reagan",1985-01-14,61,29,"1/20/81",1455
"Reagan",1985-01-04,59,29,"1/20/81",1445
"Reagan",1984-12-10,59,31,"1/20/81",1420
"Reagan",1984-12-03,61,30,"1/20/81",1413
"Reagan",1984-11-12,61,30,"1/20/81",1392
"Reagan",1984-10-29,58,32,"1/20/81",1378
"Reagan",1984-10-01,53,35,"1/20/81",1350
"Reagan",1984-09-24,56,36,"1/20/81",1343
"Reagan",1984-09-09,56,35,"1/20/81",1328
"Reagan",1984-08-12,53,38,"1/20/81",1300
"Reagan",1984-07-30,51,36,"1/20/81",1287
"Reagan",1984-07-16,55,34,"1/20/81",1273
"Reagan",1984-07-13,51,38,"1/20/81",1270
"Reagan",1984-07-09,53,35,"1/20/81",1266
"Reagan",1984-07-02,53,36,"1/20/81",1259
"Reagan",1984-06-22,54,36,"1/20/81",1249
"Reagan",1984-06-03,52,36,"1/20/81",1230
"Reagan",1984-05-21,53,38,"1/20/81",1217
"Reagan",1984-05-10,49,38,"1/20/81",1206
"Reagan",1984-04-26,48,38,"1/20/81",1192
"Reagan",1984-04-09,54,36,"1/20/81",1175
"Reagan",1984-03-19,53,38,"1/20/81",1154
"Reagan",1984-03-02,52,35,"1/20/81",1137
"Reagan",1984-02-13,55,35,"1/20/81",1119
"Reagan",1984-02-06,52,37,"1/20/81",1112
"Reagan",1984-01-30,55,36,"1/20/81",1105
"Reagan",1984-01-16,52,37,"1/20/81",1091
"Reagan",1983-12-12,53,37,"1/20/81",1056
"Reagan",1983-11-21,52,37,"1/20/81",1035
"Reagan",1983-10-14,45,43,"1/20/81",997
"Reagan",1983-09-13,47,42,"1/20/81",966
"Reagan",1983-09-12,47,41,"1/20/81",965
"Reagan",1983-08-22,42,46,"1/20/81",944
"Reagan",1983-08-15,43,44,"1/20/81",937
"Reagan",1983-08-08,43,46,"1/20/81",930
"Reagan",1983-08-02,44,42,"1/20/81",924
"Reagan",1983-07-25,42,46,"1/20/81",916
"Reagan",1983-06-27,46,43,"1/20/81",888
"Reagan",1983-06-13,43,45,"1/20/81",874
"Reagan",1983-05-23,45,42,"1/20/81",853
"Reagan",1983-05-16,43,45,"1/20/81",846
"Reagan",1983-05-02,42,46,"1/20/81",832
"Reagan",1983-04-18,40,49,"1/20/81",818
"Reagan",1983-03-14,40,49,"1/20/81",783
"Reagan",1983-01-31,35,56,"1/20/81",741
"Reagan",1983-01-24,37,52,"1/20/81",734
"Reagan",1983-01-11,36,54,"1/20/81",721
"Reagan",1982-12-13,41,50,"1/20/81",692
"Reagan",1982-11-22,43,46,"1/20/81",671
"Reagan",1982-11-08,42,47,"1/20/81",657
"Reagan",1982-10-18,41,47,"1/20/81",636
"Reagan",1982-09-20,42,47,"1/20/81",608
"Reagan",1982-08-24,41,45,"1/20/81",581
"Reagan",1982-08-16,40,48,"1/20/81",573
"Reagan",1982-08-02,40,46,"1/20/81",559
"Reagan",1982-07-26,42,46,"1/20/81",552
"Reagan",1982-06-28,44,45,"1/20/81",524
"Reagan",1982-06-14,44,45,"1/20/81",510
"Reagan",1982-05-17,44,44,"1/20/81",482
"Reagan",1982-05-03,44,45,"1/20/81",468
"Reagan",1982-04-26,43,47,"1/20/81",461
"Reagan",1982-04-05,45,46,"1/20/81",440
"Reagan",1982-03-15,46,44,"1/20/81",419
"Reagan",1982-02-08,46,43,"1/20/81",384
"Reagan",1982-01-25,47,41,"1/20/81",370
"Reagan",1982-01-05,49,39,"1/20/81",350
"Reagan",1981-12-14,48,41,"1/20/81",328
"Reagan",1981-11-23,54,36,"1/20/81",307
"Reagan",1981-11-16,48,40,"1/20/81",300
"Reagan",1981-11-03,54,34,"1/20/81",287
"Reagan",1981-09-21,51,37,"1/20/81",244
"Reagan",1981-08-17,59,29,"1/20/81",209
"Reagan",1981-08-03,59,28,"1/20/81",195
"Reagan",1981-07-27,55,30,"1/20/81",188
"Reagan",1981-07-20,59,29,"1/20/81",181
"Reagan",1981-06-29,57,30,"1/20/81",160
"Reagan",1981-06-16,58,28,"1/20/81",147
"Reagan",1981-06-08,58,28,"1/20/81",139
"Reagan",1981-05-11,68,21,"1/20/81",111
"Reagan",1981-04-13,66,19,"1/20/81",83
"Reagan",1981-03-31,66,18,"1/20/81",70
"Reagan",1981-02-16,55,17,"1/20/81",27
"Reagan",1981-02-02,51,13,"1/20/81",13
"Carter",1980-12-08,34,55,"1/20/77",1418
"Carter",1980-11-18,31,56,"1/20/77",1398
"Carter",1980-09-09,37,54,"1/20/77",1328
"Carter",1980-08-12,32,54,"1/20/77",1300
"Carter",1980-07-08,32,54,"1/20/77",1265
"Carter",1980-06-24,30,58,"1/20/77",1251
"Carter",1980-06-10,32,55,"1/20/77",1237
"Carter",1980-05-27,38,51,"1/20/77",1223
"Carter",1980-05-13,38,50,"1/20/77",1209
"Carter",1980-04-29,42,47,"1/20/77",1195
"Carter",1980-04-08,38,50,"1/20/77",1174
"Carter",1980-03-24,39,50,"1/20/77",1159
"Carter",1980-03-04,42,44,"1/20/77",1139
"Carter",1980-02-26,51,38,"1/20/77",1132
"Carter",1980-01-29,55,35,"1/20/77",1104
"Carter",1980-01-22,57,32,"1/20/77",1097
"Carter",1980-01-02,56,33,"1/20/77",1077
"Carter",1979-12-04,54,35,"1/20/77",1048
"Carter",1979-11-27,51,36,"1/20/77",1041
"Carter",1979-11-13,37,49,"1/20/77",1027
"Carter",1979-10-30,31,55,"1/20/77",1013
"Carter",1979-10-15,31,54,"1/20/77",998
"Carter",1979-10-02,28,58,"1/20/77",985
"Carter",1979-09-25,32,53,"1/20/77",978
"Carter",1979-09-04,29,55,"1/20/77",957
"Carter",1979-08-14,32,53,"1/20/77",936
"Carter",1979-08-07,33,54,"1/20/77",929
"Carter",1979-07-31,32,53,"1/20/77",922
"Carter",1979-07-30,32,53,"1/20/77",921
"Carter",1979-07-10,29,57,"1/20/77",901
"Carter",1979-06-26,28,59,"1/20/77",887
"Carter",1979-06-19,29,56,"1/20/77",880
"Carter",1979-05-29,29,55,"1/20/77",859
"Carter",1979-05-15,32,52,"1/20/77",845
"Carter",1979-05-01,37,48,"1/20/77",831
"Carter",1979-04-03,40,45,"1/20/77",803
"Carter",1979-03-20,42,43,"1/20/77",789
"Carter",1979-03-13,46,39,"1/20/77",782
"Carter",1979-02-27,39,47,"1/20/77",768
"Carter",1979-02-20,37,46,"1/20/77",761
"Carter",1979-01-30,42,42,"1/20/77",740
"Carter",1979-01-16,43,41,"1/20/77",726
"Carter",1979-01-02,50,35,"1/20/77",712
"Carter",1978-12-05,51,33,"1/20/77",684
"Carter",1978-11-28,50,33,"1/20/77",677
"Carter",1978-10-24,49,36,"1/20/77",642
"Carter",1978-09-19,47,34,"1/20/77",607
"Carter",1978-09-11,44,40,"1/20/77",599
"Carter",1978-09-05,42,41,"1/20/77",593
"Carter",1978-08-15,42,40,"1/20/77",572
"Carter",1978-08-08,40,43,"1/20/77",565
"Carter",1978-08-01,39,43,"1/20/77",558
"Carter",1978-07-18,38,44,"1/20/77",544
"Carter",1978-07-05,40,41,"1/20/77",531
"Carter",1978-06-13,42,42,"1/20/77",509
"Carter",1978-05-30,43,40,"1/20/77",495
"Carter",1978-05-16,42,43,"1/20/77",481
"Carter",1978-05-03,41,42,"1/20/77",468
"Carter",1978-04-25,41,41,"1/20/77",460
"Carter",1978-04-11,40,43,"1/20/77",446
"Carter",1978-03-28,47,38,"1/20/77",432
"Carter",1978-03-07,49,34,"1/20/77",411
"Carter",1978-03-01,48,33,"1/20/77",405
"Carter",1978-02-21,50,33,"1/20/77",397
"Carter",1978-02-11,46,34,"1/20/77",387
"Carter",1978-01-17,51,28,"1/20/77",362
"Carter",1978-01-03,54,26,"1/20/77",348
"Carter",1977-12-06,56,27,"1/20/77",320
"Carter",1977-11-15,55,29,"1/20/77",299
"Carter",1977-11-01,54,30,"1/20/77",285
"Carter",1977-10-25,51,30,"1/20/77",278
"Carter",1977-10-18,54,29,"1/20/77",271
"Carter",1977-10-11,54,29,"1/20/77",264
"Carter",1977-09-27,59,23,"1/20/77",250
"Carter",1977-09-06,53,29,"1/20/77",229
"Carter",1977-08-16,66,15,"1/20/77",208
"Carter",1977-08-02,59,22,"1/20/77",194
"Carter",1977-07-19,66,17,"1/20/77",180
"Carter",1977-07-05,62,22,"1/20/77",166
"Carter",1977-06-14,63,17,"1/20/77",145
"Carter",1977-05-31,62,19,"1/20/77",131
"Carter",1977-05-17,63,18,"1/20/77",117
"Carter",1977-05-09,65,18,"1/20/77",109
"Carter",1977-05-02,63,18,"1/20/77",102
"Carter",1977-04-12,63,17,"1/20/77",82
"Carter",1977-03-29,67,14,"1/20/77",68
"Carter",1977-03-22,71,10,"1/20/77",61
"Carter",1977-03-15,74,8,"1/20/77",54
"Carter",1977-03-01,70,9,"1/20/77",40
"Carter",1977-02-15,71,8,"1/20/77",26
"Carter",1977-02-07,66,8,"1/20/77",18
"Ford",1977-01-20,44,44,"8/9/74",895
"Ford",1976-06-08,45,39,"8/9/74",669
"Ford",1976-05-17,47,37,"8/9/74",647
"Ford",1976-04-12,48,41,"8/9/74",612
"Ford",1976-03-16,50,35,"8/9/74",585
"Ford",1976-03-01,50,39,"8/9/74",570
"Ford",1976-01-27,46,39,"8/9/74",536
"Ford",1975-12-30,45,41,"8/9/74",508
"Ford",1975-12-15,39,45,"8/9/74",493
"Ford",1975-12-02,45,37,"8/9/74",480
"Ford",1975-11-18,41,46,"8/9/74",466
"Ford",1975-10-28,44,43,"8/9/74",445
"Ford",1975-10-14,46,40,"8/9/74",431
"Ford",1975-10-06,47,36,"8/9/74",423
"Ford",1975-09-09,44,38,"8/9/74",396
"Ford",1975-08-12,46,38,"8/9/74",368
"Ford",1975-07-29,45,36,"8/9/74",354
"Ford",1975-06-24,51,33,"8/9/74",319
"Ford",1975-05-27,50,32,"8/9/74",291
"Ford",1975-05-05,39,43,"8/9/74",269
"Ford",1975-04-15,39,46,"8/9/74",249
"Ford",1975-04-01,43,36,"8/9/74",235
"Ford",1975-03-25,36,43,"8/9/74",228
"Ford",1975-03-04,38,44,"8/9/74",207
"Ford",1975-02-25,38,45,"8/9/74",200
"Ford",1975-01-28,38,43,"8/9/74",172
"Ford",1975-01-07,37,38,"8/9/74",151
"Ford",1974-12-03,42,41,"8/9/74",116
"Ford",1974-11-12,48,31,"8/9/74",95
"Ford",1974-11-05,47,33,"8/9/74",88
"Ford",1974-10-15,53,28,"8/9/74",67
"Ford",1974-10-08,52,28,"8/9/74",60
"Ford",1974-09-24,49,28,"8/9/74",46
"Ford",1974-09-03,66,12,"8/9/74",25
"Ford",1974-08-13,70,3,"8/9/74",4
"Nixon",1974-08-05,24,66,"1/20/69",2023
"Nixon",1974-07-09,23,62,"1/20/69",1996
"Nixon",1974-06-25,27,58,"1/20/69",1982
"Nixon",1974-06-18,25,61,"1/20/69",1975
"Nixon",1974-05-28,27,60,"1/20/69",1954
"Nixon",1974-05-20,26,61,"1/20/69",1946
"Nixon",1974-05-07,24,61,"1/20/69",1933
"Nixon",1974-04-30,25,57,"1/20/69",1926
"Nixon",1974-04-30,26,59,"1/20/69",1926
"Nixon",1974-04-09,25,61,"1/20/69",1905
"Nixon",1974-03-26,25,65,"1/20/69",1891
"Nixon",1974-03-12,26,62,"1/20/69",1877
"Nixon",1974-02-12,25,63,"1/20/69",1849
"Nixon",1974-02-12,26,63,"1/20/69",1849
"Nixon",1974-01-29,28,58,"1/20/69",1835
"Nixon",1974-01-15,26,63,"1/20/69",1821
"Nixon",1974-01-02,22,54,"1/20/69",1808
"Nixon",1973-12-04,28,60,"1/20/69",1779
"Nixon",1973-11-27,30,58,"1/20/69",1772
"Nixon",1973-10-30,26,62,"1/20/69",1744
"Nixon",1973-10-16,27,59,"1/20/69",1730
"Nixon",1973-10-02,29,56,"1/20/69",1716
"Nixon",1973-09-18,32,58,"1/20/69",1702
"Nixon",1973-09-04,33,55,"1/20/69",1688
"Nixon",1973-08-14,36,54,"1/20/69",1667
"Nixon",1973-07-03,39,49,"1/20/69",1625
"Nixon",1973-05-29,42,42,"1/20/69",1590
"Nixon",1973-05-08,44,45,"1/20/69",1569
"Nixon",1973-05-01,44,41,"1/20/69",1562
"Nixon",1973-05-01,44,42,"1/20/69",1562
"Nixon",1973-04-24,47,40,"1/20/69",1555
"Nixon",1973-04-03,53,36,"1/20/69",1534
"Nixon",1973-03-27,57,33,"1/20/69",1527
"Nixon",1973-02-13,65,25,"1/20/69",1485
"Nixon",1973-01-23,66,25,"1/20/69",1464
"Nixon",1973-01-09,51,36,"1/20/69",1450
"Nixon",1972-12-05,59,29,"1/20/69",1415
"Nixon",1972-11-30,62,28,"1/20/69",1410
"Nixon",1972-06-20,56,32,"1/20/69",1247
"Nixon",1972-06-13,59,30,"1/20/69",1240
"Nixon",1972-05-23,61,30,"1/20/69",1219
"Nixon",1972-04-25,53,36,"1/20/69",1191
"Nixon",1972-03-21,52,36,"1/20/69",1156
"Nixon",1972-02-29,55,31,"1/20/69",1135
"Nixon",1972-02-01,51,36,"1/20/69",1107
"Nixon",1972-01-04,49,39,"1/20/69",1079
"Nixon",1971-12-13,49,36,"1/20/69",1057
"Nixon",1971-11-02,49,36,"1/20/69",1016
"Nixon",1971-10-11,50,36,"1/20/69",994
"Nixon",1971-08-30,47,37,"1/20/69",952
"Nixon",1971-08-25,47,43,"1/20/69",947
"Nixon",1971-07-18,47,34,"1/20/69",909
"Nixon",1971-06-28,44,36,"1/20/69",889
"Nixon",1971-06-07,43,32,"1/20/69",868
"Nixon",1971-05-17,40,28,"1/20/69",847
"Nixon",1971-04-26,47,36,"1/20/69",826
"Nixon",1971-03-30,48,38,"1/20/69",799
"Nixon",1971-03-14,49,36,"1/20/69",783
"Nixon",1971-02-22,49,36,"1/20/69",763
"Nixon",1971-01-11,55,33,"1/20/69",721
"Nixon",1970-12-08,48,32,"1/20/69",687
"Nixon",1970-11-17,56,29,"1/20/69",666
"Nixon",1970-10-14,57,27,"1/20/69",632
"Nixon",1970-09-28,51,31,"1/20/69",616
"Nixon",1970-09-14,57,29,"1/20/69",602
"Nixon",1970-09-01,54,30,"1/20/69",589
"Nixon",1970-08-02,54,31,"1/20/69",559
"Nixon",1970-07-14,60,28,"1/20/69",540
"Nixon",1970-06-23,54,31,"1/20/69",519
"Nixon",1970-05-25,59,28,"1/20/69",490
"Nixon",1970-05-03,57,31,"1/20/69",468
"Nixon",1970-04-19,56,30,"1/20/69",454
"Nixon",1970-03-25,53,30,"1/20/69",429
"Nixon",1970-03-15,54,34,"1/20/69",419
"Nixon",1970-03-02,55,26,"1/20/69",406
"Nixon",1970-02-02,60,22,"1/20/69",378
"Nixon",1970-01-20,56,20,"1/20/69",365
"Nixon",1970-01-05,58,20,"1/20/69",350
"Nixon",1969-12-30,53,37,"1/20/69",344
"Nixon",1969-12-15,56,21,"1/20/69",329
"Nixon",1969-11-17,64,18,"1/20/69",301
"Nixon",1969-10-22,55,28,"1/20/69",275
"Nixon",1969-10-07,53,22,"1/20/69",260
"Nixon",1969-09-22,54,21,"1/20/69",245
"Nixon",1969-09-16,56,21,"1/20/69",239
"Nixon",1969-08-19,58,18,"1/20/69",211
"Nixon",1969-07-29,62,20,"1/20/69",190
"Nixon",1969-07-15,57,22,"1/20/69",176
"Nixon",1969-06-24,63,15,"1/20/69",155
"Nixon",1969-05-27,59,14,"1/20/69",127
"Nixon",1969-05-20,62,11,"1/20/69",120
"Nixon",1969-05-06,62,15,"1/20/69",106
"Nixon",1969-04-30,56,27,"1/20/69",100
"Nixon",1969-04-10,59,11,"1/20/69",80
"Nixon",1969-04-01,62,10,"1/20/69",71
"Nixon",1969-03-17,65,8,"1/20/69",56
"Nixon",1969-02-25,59,6,"1/20/69",36
"Nixon",1969-01-28,59,5,"1/20/69",8
"Johnson",1969-01-06,49,37,"11/23/63",1871
"Johnson",1968-12-10,44,43,"11/23/63",1844
"Johnson",1968-11-14,43,44,"11/23/63",1818
"Johnson",1968-10-01,41,50,"11/23/63",1774
"Johnson",1968-08-12,34,52,"11/23/63",1724
"Johnson",1968-07-16,39,47,"11/23/63",1697
"Johnson",1968-07-01,39,47,"11/23/63",1682
"Johnson",1968-06-18,42,44,"11/23/63",1669
"Johnson",1968-05-28,40,45,"11/23/63",1648
"Johnson",1968-05-07,46,42,"11/23/63",1627
